Source_System,Source_Record_ID,Full_Name,Date_of_Birth,Phone,Email,Address,City,Name_Norm,Phone_Norm,Email_Norm,Address_Norm,Birth_Year,Exact_Candidates,Exact_Match_Count,Match_Customer_ID,Match_Score,Match_Decision
Core Banking,CO_0000042,LINAWIJAYA,1996-02-27,8459970140,customer001517@example.com,Jl. Diponegoro No. 57,Semarang,LINAWIJAYA,8459970140,customer001517@example.com,JL DIPONEGORO NO 57,1996,[np.int64(1516)],1,C001517,0.9880952380952382,Auto Match
Core Banking,CO_0000043,Lina Setiawan,2015-04-30,8527597522,customer000999@example.com,Jl. Merdeka No. 150,Jakarta,LINA SETIAWAN,8527597522,customer000999@example.com,JL MERDEKA NO 150,2015,[np.int64(998)],1,C000999,1.0,Auto Match
Core Banking,CO_0000044,HANA NUGROHO,1992-07-06,8839914545,customer001558@examplecom,JL. AHMAD YANI NO. 144,Bandung,HANA NUGROHO,8839914545,customer001558@examplecom,JL AHMAD YANI NO 144,1992,[np.int64(1557)],1,C001558,0.9941176470588236,Auto Match
Core Banking,CO_0000045,Joko Siregar,1992-04-10,628471058498,customer001169@example.com,Jalan Ahmad Yani No. 160,Makassar,JOKO SIREGAR,08471058498,customer001169@example.com,JL AHMAD YANI NO 160,1992,[np.int64(1168)],1,C001169,0.9880952380952381,Auto Match
Core Banking,CO_0000046,Joko Setiawan,1993-10-25,8829218756,customer001699@example.com,Jl. Diponegoro No. 105,Medan,JOKO SETIAWAN,8829218756,customer001699@example.com,JL DIPONEGORO NO 105,1993,[np.int64(1698)],1,C001699,1.0,Auto Match
Core Banking,CO_0000047,Budi Setiawan,1999-07-27,8680385802,customer001335@example.com,Jl. Gatot Subroto No. 17,Bogor,BUDI SETIAWAN,8680385802,customer001335@example.com,JL GATOT SUBROTO NO 17,1999,[np.int64(1334)],1,C001335,1.0,Auto Match
Core Banking,CO_0000048,Hana Siregar,1995-03-25,8709806837,customer001203@example.com,Jl. Sudirman No. 130,Jakarta,HANA SIREGAR,8709806837,customer001203@example.com,JL SUDIRMAN NO 130,1995,[np.int64(1202)],1,C001203,1.0,Auto Match
Core Banking,CO_0000049,Tono Pratama,1990-10-20,8661182644,customer001657@example.com,Jl. Merdeka No. 101,Surabaya,TONO PRATAMA,8661182644,customer001657@example.com,JL MERDEKA NO 101,1990,[np.int64(1656)],1,C001657,1.0,Auto Match
Core Banking,CO_0000050,1wan Wijaya,2009-11-17,628999468031,customer001004@example.com,JL. GATOT SUBROTO NO. 44,Bandung,1WAN WIJAYA,08999468031,customer001004@example.com,JL GATOT SUBROTO NO 44,2009,[np.int64(1003)],1,C001004,0.9653679653679654,Auto Match
Core Banking,CO_0000051,Karin Santoso,1998-05-12,8243000035,customer000449@examplecom,Jl. Merdeka No. 192,Makassar,KARIN SANTOSO,8243000035,customer000449@examplecom,JL MERDEKA NO 192,1998,[np.int64(448)],1,C000449,0.9941176470588236,Auto Match
Core Banking,CO_0000052,Putri Ramadhan,1990-05-01,8369804890,customer000280@example.com,JL. SUDIRMAN NO. 85,Bogor,PUTRI RAMADHAN,8369804890,customer000280@example.com,JL SUDIRMAN NO 85,1990,[np.int64(279)],1,C000280,1.0,Auto Match
Core Banking,CO_0000053,Putri Siregar,2001-10-28,8745819002,customer000567@examplecom,Jalan Gatot Subroto No. 198,Depok,PUTRI SIREGAR,8745819002,customer000567@examplecom,JL GATOT SUBROTO NO 198,2001,[np.int64(566)],1,C000567,0.9941176470588236,Auto Match
Core Banking,CO_0000054,Gita Wijaya,1997-02-03,8915588867,customer000099@example.com,JL. GATOT SUBROTO NO. 29,Jakarta,GITA WIJAYA,8915588867,customer000099@example.com,JL GATOT SUBROTO NO 29,1997,[np.int64(98)],1,C000099,1.0,Auto Match
Core Banking,CO_0000055,Karin Kurniawan,2005-03-02,8930465185,customer000835@examplecom,Jl. Diponegoro No. 162,Makassar,KARIN KURNIAWAN,8930465185,customer000835@examplecom,JL DIPONEGORO NO 162,2005,[np.int64(834)],1,C000835,0.9941176470588236,Auto Match
Core Banking,CO_0000056,Karin Siregar,2012-04-21,8479604353,customer001411@example.com,Jl. Diponegoro No. 149,Bekasi,KARIN SIREGAR,8479604353,customer001411@example.com,JL DIPONEGORO NO 149,2012,[np.int64(1410)],1,C001411,1.0,Auto Match
Core Banking,CO_0000057,LinaHidayat,1997-02-18,8199675286,customer000515@example.com,Jalan Diponegoro No. 104,Bekasi,LINAHIDAYAT,8199675286,customer000515@example.com,JL DIPONEGORO NO 104,1997,[np.int64(514)],1,C000515,0.9891304347826088,Auto Match
Core Banking,CO_0000058,Hana Pratama,2002-08-29,8740046517,customer000693@examplecom,Jl. Sudirman No. 4,Bandung,HANA PRATAMA,8740046517,customer000693@examplecom,JL SUDIRMAN NO 4,2002,[np.int64(692)],1,C000693,0.9941176470588236,Auto Match
Core Banking,CO_0000059,Rina Lestari,1993-07-22,8437540972,customer001284@example.com,Jl. Sudirman No. 87,Bogor,RINA LESTARI,8437540972,customer001284@example.com,JL SUDIRMAN NO 87,1993,[np.int64(1283)],1,C001284,1.0,Auto Match
Core Banking,CO_0000060,Oscar Ramadhan,1994-01-17,8601240348,customer000279@example.com,Jl. Gatot Subroto No. 24,Jakarta,OSCAR RAMADHAN,8601240348,customer000279@example.com,JL GATOT SUBROTO NO 24,1994,[np.int64(278)],1,C000279,1.0,Auto Match
Core Banking,CO_0000061,GitaWijaya,2015-08-28,628163210033,customer000764@example.com,Jalan Gatot Subroto No. 137,Jakarta,GITAWIJAYA,08163210033,customer000764@example.com,JL GATOT SUBROTO NO 137,2015,[np.int64(763)],1,C000764,0.9761904761904762,Auto Match
Core Banking,CO_0000062,HanaSaputra,1997-07-12,8891184086,customer001146@example.com,Jl. Diponegoro No. 38,Bandung,HANASAPUTRA,8891184086,customer001146@example.com,JL DIPONEGORO NO 38,1997,[np.int64(1145)],1,C001146,0.9891304347826088,Auto Match
Core Banking,CO_0000063,BudiHidayat,2013-08-13,8216429802,customer000220@example.com,Jl. Sudirman No. 27,Bandung,BUDIHIDAYAT,8216429802,customer000220@example.com,JL SUDIRMAN NO 27,2013,[np.int64(219)],1,C000220,0.9891304347826088,Auto Match
Core Banking,CO_0000064,Lina Santoso,1997-08-03,8314141251,customer000988@example.com,Jl. Ahmad Yani No. 17,Jakarta,LINA SANTOSO,8314141251,customer000988@example.com,JL AHMAD YANI NO 17,1997,[np.int64(987)],1,C000988,1.0,Auto Match
Core Banking,CO_0000065,SariSaputra,1998-03-29,8723909311,customer001053@example.com,Jl. Sudirman No. 9,Bogor,SARISAPUTRA,8723909311,customer001053@example.com,JL SUDIRMAN NO 9,1998,[np.int64(1052)],1,C001053,0.9891304347826088,Auto Match
Core Banking,CO_0000066,DewiLestari,2007-03-27,8808247021,customer000234@examplecom,JALAN GATOT SUBROTO NO. 110,Bandung,DEWILESTARI,8808247021,customer000234@examplecom,JL GATOT SUBROTO NO 110,2007,[np.int64(233)],1,C000234,0.9832480818414323,Auto Match
Core Banking,CO_0000067,Hana Lestari,2000-09-01,628865933287,customer001704@example.com,Jl. Sudirman No. 186,Makassar,HANA LESTARI,08865933287,customer001704@example.com,JL SUDIRMAN NO 186,2000,[np.int64(1703)],1,C001704,0.9880952380952381,Auto Match
Core Banking,CO_0000068,Tono Santoso,1989-10-10,8711230830,customer000205@example.com,Jl. Sudirman No. 2,Semarang,TONO SANTOSO,8711230830,customer000205@example.com,JL SUDIRMAN NO 2,1989,[np.int64(204)],1,C000205,1.0,Auto Match
Core Banking,CO_0000069,BudiHidayat,2008-11-27,8643720783,customer000786@example.com,Jl. Merdeka No. 113,Tangerang,BUDIHIDAYAT,8643720783,customer000786@example.com,JL MERDEKA NO 113,2008,[np.int64(785)],1,C000786,0.9891304347826088,Auto Match
Core Banking,CO_0000070,DEWI SETIAWAN,2012-12-08,8193159241,customer001074@example.com,Jl. Gatot Subroto No. 64,Medan,DEWI SETIAWAN,8193159241,customer001074@example.com,JL GATOT SUBROTO NO 64,2012,[np.int64(1073)],1,C001074,1.0,Auto Match
Core Banking,CO_0000071,IWANSIREGAR,2004-02-29,8738050066,customer000529@example.com,Jl. Sudirman No. 154,Makassar,IWANSIREGAR,8738050066,customer000529@example.com,JL SUDIRMAN NO 154,2004,[np.int64(528)],1,C000529,0.9891304347826088,Auto Match
Core Banking,CO_0000072,Hana Santoso,1993-05-14,8248570741,customer001766@example.com,Jalan Diponegoro No. 115,Semarang,HANA SANTOSO,8248570741,customer001766@example.com,JL DIPONEGORO NO 115,1993,[np.int64(1765)],1,C001766,1.0,Auto Match
Core Banking,CO_0000073,BUDI NUGROHO,2001-05-20,8787070163,customer000945@example.com,Jl. Ahmad Yani No. 154,Makassar,BUDI NUGROHO,8787070163,customer000945@example.com,JL AHMAD YANI NO 154,2001,[np.int64(944)],1,C000945,1.0,Auto Match
Core Banking,CO_0000074,OSCAR LESTARI,2005-09-16,8865236145,customer000659@examplecom,JL. SUDIRMAN NO. 62,Surabaya,OSCAR LESTARI,8865236145,customer000659@examplecom,JL SUDIRMAN NO 62,2005,[np.int64(658)],1,C000659,0.9941176470588236,Auto Match
Core Banking,CO_0000075,BUDI KURNIAWAN,1991-02-17,628847555438,customer000216@example.com,Jl. Sudirman No. 49,Depok,BUDI KURNIAWAN,08847555438,customer000216@example.com,JL SUDIRMAN NO 49,1991,[np.int64(215)],1,C000216,0.9880952380952381,Auto Match
Core Banking,CO_0000076,EKO SANTOSO,2011-02-22,8238175464,customer001376@example.com,JALAN MERDEKA NO. 71,Bandung,EKO SANTOSO,8238175464,customer001376@example.com,JL MERDEKA NO 71,2011,[np.int64(1375)],1,C001376,1.0,Auto Match
Core Banking,CO_0000077,Karin Saputra,1996-03-23,628715600092,customer000374@example.com,JALAN DIPONEGORO NO. 94,Bogor,KARIN SAPUTRA,08715600092,customer000374@example.com,JL DIPONEGORO NO 94,1996,[np.int64(373)],1,C000374,0.9880952380952381,Auto Match
Core Banking,CO_0000078,LINANUGROHO,2016-03-13,628428666232,customer000378@example.com,Jl. Gatot Subroto No. 8,Depok,LINANUGROHO,08428666232,customer000378@example.com,JL GATOT SUBROTO NO 8,2016,[np.int64(377)],1,C000378,0.9772256728778469,Auto Match
Core Banking,CO_0000079,CITRA WIJAYA,1996-02-15,628945335365,customer001427@example.com,Jl. Merdeka No. 196,Bogor,CITRA WIJAYA,08945335365,customer001427@example.com,JL MERDEKA NO 196,1996,[np.int64(1426)],1,C001427,0.9880952380952381,Auto Match
Core Banking,CO_0000080,4ndi Nugroho,2002-08-06,628405692378,customer001609@example.com,Jalan Merdeka No. 81,Tangerang,4NDI NUGROHO,08405692378,customer001609@example.com,JL MERDEKA NO 81,2002,[np.int64(1608)],1,C001609,0.9672619047619048,Auto Match
Core Banking,CO_0000081,Maya Permata,1993-08-11,8115156873,customer000285@example.com,Jl. Diponegoro No. 42,Jakarta,MAYA PERMATA,8115156873,customer000285@example.com,JL DIPONEGORO NO 42,1993,[np.int64(284)],1,C000285,1.0,Auto Match
Core Banking,CO_0000082,Andi Permata,2007-12-05,628367406500,customer001132@example.com,Jl. Merdeka No. 44,Depok,ANDI PERMATA,08367406500,customer001132@example.com,JL MERDEKA NO 44,2007,[np.int64(1131)],1,C001132,0.9880952380952381,Auto Match
Core Banking,CO_0000083,LINA SANTOSO,2004-08-15,8683603352,customer000595@example.com,Jl. Merdeka No. 188,Depok,LINA SANTOSO,8683603352,customer000595@example.com,JL MERDEKA NO 188,2004,[np.int64(594)],1,C000595,1.0,Auto Match
Core Banking,CO_0000084,G1T4 PERM4T4,1989-06-30,8378003040,customer000304@examplecom,Jalan Ahmad Yani No. 22,Makassar,G1T4 PERM4T4,8378003040,customer000304@examplecom,JL AHMAD YANI NO 22,1989,[np.int64(303)],1,C000304,0.9107843137254902,Auto Match
Core Banking,CO_0000085,Budi Saputra,2002-08-19,628469307222,customer000044@example.com,Jl. Diponegoro No. 111,Medan,BUDI SAPUTRA,08469307222,customer000044@example.com,JL DIPONEGORO NO 111,2002,[np.int64(43)],1,C000044,0.9880952380952381,Auto Match
Core Banking,CO_0000086,Rina Lestari,1995-09-11,8515139140,customer000600@example.com,Jl. Gatot Subroto No. 46,Bogor,RINA LESTARI,8515139140,customer000600@example.com,JL GATOT SUBROTO NO 46,1995,[np.int64(599)],1,C000600,1.0,Auto Match
Core Banking,CO_0000087,TONO WIJAYA,2013-07-06,8434963765,customer001117@example.com,Jalan Diponegoro No. 12,Bandung,TONO WIJAYA,8434963765,customer001117@example.com,JL DIPONEGORO NO 12,2013,[np.int64(1116)],1,C001117,1.0,Auto Match
Core Banking,CO_0000088,Oscar Nugroho,1990-01-06,8328501978,customer000560@examplecom,Jalan Diponegoro No. 116,Bogor,OSCAR NUGROHO,8328501978,customer000560@examplecom,JL DIPONEGORO NO 116,1990,[np.int64(559)],1,C000560,0.9941176470588236,Auto Match
Core Banking,CO_0000089,DEW1 S4PUTR4,2007-12-04,8436529655,customer000615@example.com,Jl. Ahmad Yani No. 10,Surabaya,DEW1 S4PUTR4,8436529655,customer000615@example.com,JL AHMAD YANI NO 10,2007,[np.int64(614)],1,C000615,0.9375000000000001,Auto Match
Core Banking,CO_0000090,Karin Nugroho,1999-05-22,8648486430,customer001358@example.com,Jl. Merdeka No. 47,Bogor,KARIN NUGROHO,8648486430,customer001358@example.com,JL MERDEKA NO 47,1999,[np.int64(1357)],1,C001358,1.0,Auto Match
Core Banking,CO_0000091,Andi Ramadhan,1995-09-29,628795830877,customer000640@example.com,Jalan Merdeka No. 135,Bogor,ANDI RAMADHAN,08795830877,customer000640@example.com,JL MERDEKA NO 135,1995,[np.int64(639)],1,C000640,0.9880952380952381,Auto Match
Core Banking,CO_0000092,FAJAR PRATAMA,1989-08-07,8896646587,customer001542@example.com,Jl. Merdeka No. 159,Bogor,FAJAR PRATAMA,8896646587,customer001542@example.com,JL MERDEKA NO 159,1989,[np.int64(1541)],1,C001542,1.0,Auto Match
Core Banking,CO_0000093,Lina Santoso,2000-10-21,8555404695,customer000728@example.com,Jalan Diponegoro No. 172,Semarang,LINA SANTOSO,8555404695,customer000728@example.com,JL DIPONEGORO NO 172,2000,[np.int64(727)],1,C000728,1.0,Auto Match
Core Banking,CO_0000094,Nanda Ramadhan,1999-09-17,8592132113,customer000652@example.com,Jl. Sudirman No. 161,Surabaya,NANDA RAMADHAN,8592132113,customer000652@example.com,JL SUDIRMAN NO 161,1999,[np.int64(651)],1,C000652,1.0,Auto Match
Core Banking,CO_0000095,Gita Santoso,2012-08-02,8473415644,customer000548@example.com,Jl. Merdeka No. 4,Bogor,GITA SANTOSO,8473415644,customer000548@example.com,JL MERDEKA NO 4,2012,[np.int64(547)],1,C000548,1.0,Auto Match
Core Banking,CO_0000096,ANDI PRATAMA,2015-11-28,823376063,customer001235@examplecom,Jl. Ahmad Yani No. 151,Tangerang,ANDI PRATAMA,823376063,customer001235@examplecom,JL AHMAD YANI NO 151,2015,[np.int64(1234)],1,C001235,0.9809597523219814,Auto Match
Core Banking,CO_0000097,Gita Saputra,2000-08-16,8879648195,customer001136@example.com,Jl. Sudirman No. 13,Tangerang,GITA SAPUTRA,8879648195,customer001136@example.com,JL SUDIRMAN NO 13,2000,[np.int64(1135)],1,C001136,1.0,Auto Match
Core Banking,CO_0000098,Oscar Hidayat,2002-06-21,8403287956,customer001779@example.com,Jl. Sudirman No. 69,Bogor,OSCAR HIDAYAT,8403287956,customer001779@example.com,JL SUDIRMAN NO 69,2002,[np.int64(1778)],1,C001779,1.0,Auto Match
Core Banking,CO_0000099,GITA HIDAYAT,2004-03-26,873637233,customer000314@example.com,Jalan Gatot Subroto No. 87,Bogor,GITA HIDAYAT,873637233,customer000314@example.com,JL GATOT SUBROTO NO 87,2004,[np.int64(313)],1,C000314,0.986842105263158,Auto Match
Core Banking,CO_0000100,Dewi Hidayat,1998-02-05,8197518335,customer000094@examplecom,Jl. Merdeka No. 163,Semarang,DEWI HIDAYAT,8197518335,customer000094@examplecom,JL MERDEKA NO 163,1998,[np.int64(93)],1,C000094,0.9941176470588236,Auto Match
Core Banking,CO_0000101,Iwan Lestari,2010-03-24,628257480053,customer000078@example.com,Jl. Gatot Subroto No. 29,Bogor,IWAN LESTARI,08257480053,customer000078@example.com,JL GATOT SUBROTO NO 29,2010,[np.int64(77)],1,C000078,0.9880952380952381,Auto Match
